w	LB_exp	LB_pred
402	0.0	8.979449403361511e-11
403	0.0	5.408727744109929e-11
404	0.0	3.2388276588724285e-11
405	0.0	1.9247563097850355e-11
406	0.0	1.136679728195087e-11
407	0.0	6.6676360214101656e-12
408	0.0	3.886593190646915e-12
409	0.0	2.2490968605003878e-12
410	0.0	1.293013246994371e-12
411	0.0	7.384069277401028e-13
412	0.0	4.188731177198972e-13
413	0.0	2.3598807889028084e-13
414	0.0	1.3204803366809218e-13
415	0.0	7.340579718730657e-14
416	0.0	4.0513957287662184e-14
417	0.0	2.2216297708138372e-14
418	0.0	1.2099253006925554e-14
419	0.0	6.544034117820688e-15
420	0.0	3.515787479878481e-15
421	0.0	1.8750866559351896e-15
422	0.0	9.936219694109692e-16
423	0.0	5.227902737006804e-16
424	0.0	2.730686499671242e-16
425	0.0	1.4177596126541217e-16
426	0.0	7.306245856622468e-17
427	0.0	3.7401020456519774e-17
428	0.0	1.9002648214811945e-17
429	0.0	9.590592148887262e-18
430	0.0	4.806740695146361e-18
431	0.0	2.391925726870451e-18
432	0.0	1.1820004261778956e-18
433	0.0	5.800133772143276e-19
434	0.0	2.826821313574169e-19
435	0.0	1.3671743891480576e-19
436	0.0	6.566923359226147e-20
437	0.0	3.131248224266772e-20
438	0.0	1.483222843073734e-20
439	0.0	6.974351856243316e-21
440	0.0	3.2548501278562497e-21
441	0.0	1.5088587934478481e-21
442	0.0	6.942306918275673e-22
443	0.0	3.172448858796598e-22
444	0.0	1.438359929919035e-22
445	0.0	6.475366393604312e-23
446	0.0	2.89320011365e-23
447	0.0	1.2840864428462422e-23
448	0.0	5.655931551288885e-24
449	0.0	2.472038071789557e-24
450	0.0	1.073276529501966e-24
451	0.0	4.62362676390269e-25
452	0.0	1.9769437801894816e-25
453	0.0	8.391195899241219e-26
454	0.0	3.534098873002848e-26
455	0.0	1.478187209964533e-26
456	0.0	6.134316696662974e-27
457	0.0	2.5269722511626585e-27
458	0.0	1.0327625722143038e-27
459	0.0	4.191020101339518e-28
460	0.0	1.6869370915823181e-28
461	0.0	6.740881593907635e-29
462	0.0	2.673463396157595e-29
463	0.0	1.0517606425808345e-29
464	0.0	4.106329908139319e-30
465	0.0	1.590802277679391e-30
466	0.0	6.116005303538607e-31
467	0.0	2.332413699216258e-31
468	0.0	8.830669334226028e-32
469	0.0	3.316651079650989e-32
470	0.0	1.2355612510666693e-32
471	0.0	4.566403660389043e-33
472	0.0	1.6750346860514793e-33
473	0.0	6.093116062133149e-34
474	0.0	2.199427206650542e-34
475	0.0	7.873899043477848e-35
476	0.0	2.7970652997470725e-35
477	0.0	9.85381842505004e-36
478	0.0	3.4448308315215584e-36
479	0.0	1.1936739392946796e-36
480	0.0	4.104040983998774e-37
481	0.0	1.3994482195297547e-37
482	0.0	4.733495122648892e-38
483	0.0	1.5875977838826266e-38
484	0.0	5.280547992239359e-39
485	0.0	1.7418712709554193e-39
486	0.0	5.699421109959256e-40
487	0.0	1.8483062434908026e-40
488	0.0	5.944335992997666e-41
489	0.0	1.896144758028212e-41
490	0.0	5.996981248230221e-42
491	0.0	1.8798933966303363e-42
492	0.0	5.843623330813647e-43
493	0.0	1.8006966213674487e-43
494	0.0	5.500284709731765e-44
495	0.0	1.6658789894892958e-44
496	0.0	5.001299247092761e-45
497	0.0	1.4880295837688807e-45
498	0.0	4.39015650156701e-46
499	0.0	1.2831708731900237e-46
500	0.0	3.717212804246519e-47
501	0.0	1.0675542191506012e-47
502	0.0	3.0374023345043906e-48
503	0.0	8.565154133922704e-49
504	0.0	2.3942146510109965e-49
505	0.0	6.628724311020887e-50
506	0.0	1.8183213372496519e-50
507	0.0	4.9417872194385686e-51
508	0.0	1.3310093877274328e-51
509	0.0	3.552410266127215e-52
510	0.0	9.386877900378679e-53
511	0.0	2.4583045269462817e-53
512	0.0	6.372364807279747e-54
513	0.0	1.636809652904363e-54
514	0.0	4.163553011652966e-55
515	0.0	1.0492428260262342e-55
516	0.0	2.6185292167844935e-56
517	0.0	6.468499621182674e-57
518	0.0	1.582333258359371e-57
519	0.0	3.8339479354143594e-58
520	0.0	9.194608272572823e-59
521	0.0	2.183175845252666e-59
522	0.0	5.131767923103876e-60
523	0.0	1.1941317241227887e-60
524	0.0	2.751286816936155e-61
525	0.0	6.269363220955181e-62
526	0.0	1.4145551188573577e-62
527	0.0	3.158715313953323e-63
528	0.0	6.978929704524407e-64
529	0.0	1.5257968320878876e-64
530	0.0	3.3006286106671682e-65
531	0.0	7.063619897724604e-66
532	0.0	1.4953541410186274e-66
533	0.0	3.131248224266772e-67
534	0.0	6.48681101430704e-68
535	0.0	1.329178248414996e-68
536	0.0	2.6940637134225077e-69
537	0.0	5.3972831234071996e-70
538	0.0	1.0693853584630381e-70
539	0.0	2.09459448101354e-71
540	0.0	4.05597357704731e-72
541	0.0	7.766319608872192e-73
542	0.0	1.4697181906445133e-73
543	0.0	2.7489978927956092e-74
544	0.0	5.081411592011867e-75
545	0.0	9.281587389913568e-76
546	0.0	1.6750346860514795e-76
547	0.0	2.9870460034123813e-77
548	0.0	5.259947674974446e-78
549	0.0	9.153407638042999e-79
550	0.0	1.572948669383133e-79
551	0.0	2.6688855478765033e-80
552	0.0	4.472557770626661e-81
553	0.0	7.400091746384849e-82
554	0.0	1.2087808386222823e-82
555	0.0	1.949018905674822e-83
556	0.0	3.1014922104396755e-84
557	0.0	4.8708305710816456e-85
558	0.0	7.546582891379786e-86
559	0.0	1.1538466592491812e-86
560	0.0	1.7400401316429826e-87
561	0.0	2.588773202957397e-88
562	0.0	3.797325149165624e-89
563	0.0	5.4911290131695805e-90
564	0.0	7.830409484807476e-91
565	0.0	1.1007436191885165e-91
566	0.0	1.5248812624316693e-92
567	0.0	2.0820053982405383e-93
568	0.0	2.799354223887619e-94
569	0.0	3.710346031824881e-95
570	0.0	4.8433634813950944e-96
571	0.0	6.223584738144264e-97
572	0.0	7.876187967618394e-98
573	0.0	9.810328866379668e-99
574	0.0	1.2026007434428086e-99
575	0.0	1.4507201202779825e-100
576	0.0	1.7214998461045606e-101
577	0.0	2.009446502985233e-102
578	0.0	2.307235533670253e-103
579	0.0	2.6025067478006727e-104
580	0.0	2.8863333412283627e-105
581	0.0	3.1472706932505934e-106
582	0.0	3.369296334883544e-107
583	0.0	3.543254569565031e-108
584	0.0	3.659989700732872e-109
585	0.0	3.7103460318248814e-110
586	0.0	3.6897457145599675e-111
587	0.0	3.602766597219225e-112
588	0.0	3.44940867980265e-113
589	0.0	3.236538734731883e-114
590	0.0	2.977890306850198e-115
591	0.0	2.6826190927197785e-116
592	0.0	2.3690364854649923e-117
593	0.0	2.047900428546404e-118
594	0.0	1.732486681979181e-119
595	0.0	1.4340109740519977e-120
596	0.0	1.1607134316708189e-121
597	0.0	9.18545257601064e-123
598	0.0	7.100242683973339e-124
599	0.0	5.360660337158465e-125
600	0.0	3.950683066582199e-126
601	0.0	2.8405548584174446e-127
602	0.0	1.992050679517085e-128
603	0.0	1.3612231863826385e-129
604	0.0	9.059561748280617e-131
605	0.0	5.868801496359652e-132
606	0.0	3.698901411122151e-133
607	0.0	2.2658060067263723e-134
608	0.0	1.348176318781527e-135
609	0.0	7.786919926137105e-137
610	0.0	4.3604004877399126e-138
611	0.0	2.3667475613244464e-139
612	0.0	1.2438013779726343e-140
613	0.0	6.322008476187737e-142
614	0.0	3.103781134580221e-143
615	0.0	1.4706337603007317e-144
616	0.0	6.717992352502175e-146
617	0.0	2.9550010654447387e-147
618	0.0	1.2488370110818354e-148
619	0.0	5.067678047168591e-150
620	0.0	1.9714503622521717e-151
621	0.0	7.336001870449564e-153
622	0.0	2.607084596081764e-154
623	0.0	8.832958258366574e-156
624	0.0	2.845132706698536e-157
625	0.0	8.688756037512183e-159
626	0.0	2.510949782178837e-160
627	0.0	6.839305331951107e-162
628	0.0	1.7507980751035485e-163
629	0.0	4.1955979496206092e-165
630	0.0	9.366277583113766e-167
631	0.0	1.93894763945642e-168
632	0.0	3.698901411122152e-170
633	0.0	6.45934392462049e-172
634	0.0	1.0236068756521203e-173
635	0.0	1.4575868926996202e-175
636	0.0	1.8421261483113291e-177
637	0.0	2.0339379912890744e-179
638	0.0	1.9217807084023257e-181
639	0.0	1.5109188251743394e-183
640	0.0	9.487590562562699e-186
641	0.0	4.461113149923932e-188
642	0.0	1.3962437257329906e-190
643	0.0	2.1815735983542838e-193
