w	Wagner_exp	Wagner_pred
475	0.0	4.139162941986594e-42
476	0.0	1.2397254604428531e-42
477	0.0	3.6788344021506265e-43
478	0.0	1.081139749191671e-43
479	0.0	3.14768608695528e-44
480	0.0	9.078842273303317e-45
481	0.0	2.593774272537276e-45
482	0.0	7.337434582770002e-46
483	0.0	2.0563027631134134e-46
484	0.0	5.704785832967163e-47
485	0.0	1.5681521686719756e-47
486	0.0	4.265626826556915e-48
487	0.0	1.1491773190905035e-48
488	0.0	3.0654845619845716e-49
489	0.0	8.096217890191926e-50
490	0.0	2.1170054277071672e-50
491	0.0	5.478415479586289e-51
492	0.0	1.4037491187305588e-51
493	0.0	3.558693711808822e-52
494	0.0	8.933408806047447e-53
495	0.0	2.219441174209127e-53
496	0.0	5.454387341517928e-54
497	0.0	1.3266061491426636e-54
498	0.0	3.193213085400596e-55
499	0.0	7.605538018059081e-56
500	0.0	1.791993244361443e-56
501	0.0	4.17710210735769e-57
502	0.0	9.630224810029915e-58
503	0.0	2.196677674986469e-58
504	0.0	4.953590358619458e-59
505	0.0	1.1051678872600318e-59
506	0.0	2.4382236945157817e-60
507	0.0	5.319070985027685e-61
508	0.0	1.1471538969373782e-61
509	0.0	2.4458115275900007e-62
510	0.0	5.157197212777675e-63
511	0.0	1.0745636271940144e-63
512	0.0	2.2131179799806107e-64
513	0.0	4.50464356839482e-65
514	0.0	9.062401968309174e-66
515	0.0	1.8008457162813654e-66
516	0.0	3.5371948514318676e-67
517	0.0	6.863195015631301e-68
518	0.0	1.3152243995313342e-68
519	0.0	2.490073887189613e-69
520	0.0	4.6564002298792055e-70
521	0.0	8.598279511936098e-71
522	0.0	1.5681521686719755e-71
523	0.0	2.8214092647638525e-72
524	0.0	5.014293023213212e-73
525	0.0	8.795563171865798e-74
526	0.0	1.5226251702266603e-74
527	0.0	2.6013621056114954e-75
528	0.0	4.3857675168987194e-76
529	0.0	7.294436862016094e-77
530	0.0	1.1967277396889439e-77
531	0.0	1.9361620727716085e-78
532	0.0	3.090777338898635e-79
533	0.0	4.863801000574531e-80
534	0.0	7.544835353465328e-81
535	0.0	1.1539829467041756e-81
536	0.0	1.7388784128419086e-82
537	0.0	2.5836571617716503e-83
538	0.0	3.781270148652587e-84
539	0.0	5.453122702672225e-85
540	0.0	7.744648291086435e-86
541	0.0	1.0831631713447961e-86
542	0.0	1.4922738379297831e-87
543	0.0	2.0221575142794266e-88
544	0.0	2.6987392967306417e-89
545	0.0	3.543518045660384e-90
546	0.0	4.5779926214456063e-91
547	0.0	5.8173386902347476e-92
548	0.0	7.270408723947732e-93
549	0.0	8.934673444893152e-94
550	0.0	1.0792427909231162e-94
551	0.0	1.281079150697348e-95
552	0.0	1.4948031156211895e-96
553	0.0	1.712320997082141e-97
554	0.0	1.927309600851686e-98
555	0.0	2.1296518161641995e-99
556	0.0	2.309230532254054e-100
557	0.0	2.4571932772013294e-101
558	0.0	2.564687579086102e-102
559	0.0	2.6253902436798557e-103
560	0.0	2.6342427155997782e-104
561	0.0	2.589980356000166e-105
562	0.0	2.496397081418129e-106
563	0.0	2.3547575306993697e-107
564	0.0	2.1751788146095146e-108
565	0.0	1.9665134050684855e-109
566	0.0	1.7388784128419087e-110
567	0.0	1.5036555875411123e-111
568	0.0	1.270962039931722e-112
569	0.0	1.0496502419336612e-113
570	0.0	8.464227794291559e-115
571	0.0	6.660852800318786e-116
572	0.0	5.114199492023766e-117
573	0.0	3.828061785943605e-118
574	0.0	2.792322571312679e-119
575	0.0	1.9842183489083307e-120
576	0.0	1.372133147587979e-121
577	0.0	9.223011101713482e-123
578	0.0	6.028533377467184e-124
579	0.0	3.826797147097902e-125
580	0.0	2.3572868083907764e-126
581	0.0	1.4088076741133717e-127
582	0.0	8.154391277094275e-129
583	0.0	4.569140149525683e-130
584	0.0	2.4761628598868774e-131
585	0.0	1.2962548168457864e-132
586	0.0	6.547035304205499e-134
587	0.0	3.188154530017783e-135
588	0.0	1.4935384767754865e-136
589	0.0	6.731672575678167e-138
590	0.0	2.9111986228087805e-139
591	0.0	1.206591922685429e-140
592	0.0	4.7841287532952284e-142
593	0.0	1.8109628270469915e-143
594	0.0	6.534388915748467e-145
595	0.0	2.240940034586081e-146
596	0.0	7.291907584324686e-148
597	0.0	2.2434693122774877e-149
598	0.0	6.506566861142996e-151
599	0.0	1.7730236616758952e-152
600	0.0	4.523613151080368e-154
601	0.0	1.0749430188477253e-155
602	0.0	2.368668558002105e-157
603	0.0	4.80815689136359e-159
604	0.0	8.932144167201744e-161
605	0.0	1.5061848652325186e-162
606	0.0	2.281408477648584e-164
607	0.0	3.0680138396759785e-166
608	0.0	3.6029560714084345e-168
609	0.0	3.619396376402576e-170
610	0.0	3.0262807577677727e-172
611	0.0	2.0208928754337236e-174
612	0.0	1.010193509947721e-176
613	0.0	3.3614100518791215e-179
614	0.0	5.5833805037796545e-182
